TP,FN,FP,Recall,Precision,F1 Score
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
50.0,0.0,9.0,1.0,0.847457627118644,0.4587155963302752
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
0.0,0.0,0.0,,,
50.0,0.0,9.0,1.0,0.847457627118644,0.4587155963302752
